entry_id,symbol,timestamp,price,zone_level,zone_type,qrs_score,qrs_grade,rejection_candle,volume_spike,zone_strength,zone_quality,direction,hard_stop,invalidation_level,t1_price,t2_price,t3_price,risk_amount,t1_reward,t2_reward,t3_reward,vwap,risk_reward_ratio,entry_start_time,entry_end_time,entry_duration_minutes,entry_start_index,entry_end_index,window_bars,max_price_deviation,min_price_deviation,entry_window_ended,entry_conditions_valid,bar_index
SPY_1,SPY,2024-01-08 19:58:00+00:00,473.95,473.90220000000005,prior_day_low,7.0,B,True,True,1.0,2,LONG,473.90220000000005,473.90220000000005,477.7416,481.53319999999997,485.3248,4.7395,3.7916,7.5832,11.374799999999999,473.48428982143236,0.8000000000000036,2024-01-08 19:58:00+00:00,2024-01-08 19:58:00+00:00,1,3764,3764,1,0.0,0.0,True,True,3764
SPY_2,SPY,2024-01-09 13:01:00+00:00,474.04,473.90220000000005,prior_day_low,7.0,B,True,True,1.0,2,LONG,473.90220000000005,473.90220000000005,477.83232000000004,481.62464,485.41696,4.7404,3.79232,7.58464,11.37696,473.0013287315302,0.8000000000000037,2024-01-09 13:01:00+00:00,2024-01-09 13:01:00+00:00,1,4149,4149,1,0.0,0.0,True,True,4149
SPY_3,SPY,2024-01-09 19:15:00+00:00,473.93,473.90220000000005,prior_day_low,8.0,B,True,True,1.0,2,LONG,473.90220000000005,473.90220000000005,477.72144000000003,481.51288,485.30432,4.7393,3.79144,7.58288,11.374319999999999,474.27063085648047,0.8000000000000048,2024-01-09 19:15:00+00:00,2024-01-09 19:15:00+00:00,1,4522,4522,1,0.0,0.0,True,True,4522
SPY_4,SPY,2024-01-09 21:00:00+00:00,473.99,473.90220000000005,prior_day_low,7.0,B,True,True,1.0,2,LONG,473.90220000000005,473.90220000000005,477.78192,481.57384,485.36576,4.7399000000000004,3.7919200000000006,7.583840000000001,11.375760000000001,473.7166903261204,0.8000000000000009,2024-01-09 21:00:00+00:00,2024-01-09 21:00:00+00:00,1,4627,4627,1,0.0,0.0,True,True,4627
SPY_5,SPY,2024-01-10 13:25:00+00:00,473.96,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.75167999999996,481.54336,485.33504,4.7396,3.7916800000000004,7.583360000000001,11.37504,473.9676819652355,0.7999999999999968,2024-01-10 13:25:00+00:00,2024-01-10 13:25:00+00:00,0,4943,4943,0,0.0,0.0,True,False,4943
SPY_6,SPY,2024-01-10 15:06:00+00:00,474.02,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.81216,481.60432,485.39648,4.7402,3.79216,7.58432,11.376479999999999,474.5282776614507,0.8000000000000052,2024-01-10 15:06:00+00:00,2024-01-10 15:06:00+00:00,0,5043,5043,0,0.0,0.0,True,False,5043
SPY_7,SPY,2024-01-11 15:12:00+00:00,473.91,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.70128,481.49256,485.28384000000005,4.7391000000000005,3.7912800000000004,7.582560000000001,11.373840000000001,475.0776403259551,0.799999999999994,2024-01-11 15:12:00+00:00,2024-01-11 15:12:00+00:00,0,5834,5834,0,0.0,0.0,True,False,5834
SPY_8,SPY,2024-01-11 15:16:00+00:00,474.03,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.82223999999997,481.61447999999996,485.40671999999995,4.7402999999999995,3.7922399999999996,7.584479999999999,11.376719999999999,474.8010356644065,0.7999999999999985,2024-01-11 15:16:00+00:00,2024-01-11 15:16:00+00:00,0,5838,5838,0,0.0,0.0,True,False,5838
SPY_9,SPY,2024-01-11 15:54:00+00:00,473.97,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.76176000000004,481.55352000000005,485.34528,4.7397,3.79176,7.58352,11.37528,474.70551844230914,0.8000000000000023,2024-01-11 15:54:00+00:00,2024-01-11 15:54:00+00:00,0,5876,5876,0,0.0,0.0,True,False,5876
SPY_10,SPY,2024-01-11 15:55:00+00:00,473.9303,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.7217424,481.5131848,485.30462719999997,4.739303,3.7914423999999998,7.5828847999999995,11.374327199999998,474.6470641006145,0.7999999999999988,2024-01-11 15:55:00+00:00,2024-01-11 15:55:00+00:00,0,5877,5877,0,0.0,0.0,True,False,5877
SPY_11,SPY,2024-01-11 17:48:00+00:00,474.03,473.90220000000005,prior_day_low,7.0,B,True,True,1.0,2,LONG,473.90220000000005,473.90220000000005,477.82223999999997,481.61447999999996,485.40671999999995,4.7402999999999995,3.7922399999999996,7.584479999999999,11.376719999999999,473.4773251974494,0.7999999999999985,2024-01-11 17:48:00+00:00,2024-01-11 17:48:00+00:00,1,5990,5990,1,0.0,0.0,True,True,5990
SPY_12,SPY,2024-01-11 18:00:00+00:00,473.99,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.78192,481.57384,485.36576,4.7399000000000004,3.7919200000000006,7.583840000000001,11.375760000000001,474.00752494370136,0.8000000000000009,2024-01-11 18:00:00+00:00,2024-01-11 18:00:00+00:00,0,6002,6002,0,0.0,0.0,True,False,6002
SPY_13,SPY,2024-01-16 13:01:00+00:00,475.3,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,479.1024,482.9048,486.7072,4.753,3.8024000000000004,7.604800000000001,11.4072,475.1291311404146,0.7999999999999953,2024-01-16 13:01:00+00:00,2024-01-16 13:01:00+00:00,0,7288,7288,0,0.0,0.0,True,False,7288
SPY_14,SPY,2024-01-16 13:02:00+00:00,474.2,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.9936,481.7872,485.5808,4.742,3.7936,7.5872,11.380799999999999,475.07238388056555,0.8000000000000056,2024-01-16 13:02:00+00:00,2024-01-16 13:02:00+00:00,0,7289,7289,0,0.0,0.0,True,False,7289
SPY_15,SPY,2024-01-16 14:45:00+00:00,474.11,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.90288000000004,481.69576,485.48864000000003,4.7411,3.7928800000000003,7.5857600000000005,11.37864,474.7672058213387,0.8000000000000053,2024-01-16 14:45:00+00:00,2024-01-16 14:45:00+00:00,0,7392,7392,0,0.0,0.0,True,False,7392
SPY_16,SPY,2024-01-16 14:52:00+00:00,473.905,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.69624,481.48747999999995,485.27871999999996,4.73905,3.79124,7.58248,11.373719999999999,474.32018060803017,0.8000000000000035,2024-01-16 14:52:00+00:00,2024-01-16 14:52:00+00:00,0,7399,7399,0,0.0,0.0,True,False,7399
SPY_17,SPY,2024-01-16 14:54:00+00:00,473.91,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.70128,481.49256,485.28384000000005,4.7391000000000005,3.7912800000000004,7.582560000000001,11.373840000000001,474.22609517954334,0.799999999999994,2024-01-16 14:54:00+00:00,2024-01-16 14:54:00+00:00,0,7401,7401,0,0.0,0.0,True,False,7401
SPY_18,SPY,2024-01-16 18:00:00+00:00,474.03,473.90220000000005,prior_day_low,7.0,B,True,False,1.0,2,LONG,473.90220000000005,473.90220000000005,477.82223999999997,481.61447999999996,485.40671999999995,4.7402999999999995,3.7922399999999996,7.584479999999999,11.376719999999999,474.2643670697121,0.7999999999999985,2024-01-16 18:00:00+00:00,2024-01-16 18:00:00+00:00,0,7587,7587,0,0.0,0.0,True,False,7587
