ticker,total_return,sharpe_ratio,profit_factor,win_rate,max_drawdown,total_trades
QQQ,5.098244995644726,0.0942865134757282,1.2462552011320307,0.5746,0.07746254760616555,9977
SPY,4.5189087790590055,0.08270496076110652,1.2127272746792113,0.5646,0.07328862551295479,9977
LLY,4.5189087790590055,0.08270496076110652,1.2127272746792113,0.5646,0.07328862551295479,9977
AVGO,4.5189087790590055,0.08270496076110652,1.2127272746792113,0.5646,0.07328862551295479,9977
AAPL,4.5189087790590055,0.08270496076110652,1.2127272746792113,0.5646,0.07328862551295479,9977
CRM,4.5189087790590055,0.08270496076110652,1.2127272746792113,0.5646,0.07328862551295479,9977
ORCL,4.5189087790590055,0.08270496076110652,1.2127272746792113,0.5646,0.07328862551295479,9977
