ticker,total_oos_score,n_retrains,avg_oos_score
QQQ,2.900527125859395,80,0.03625658907324244
SPY,2.884868385576026,80,0.036060854819700325
LLY,2.884868385576026,80,0.036060854819700325
AVGO,2.884868385576026,80,0.036060854819700325
AAPL,2.884868385576026,80,0.036060854819700325
CRM,2.884868385576026,80,0.036060854819700325
ORCL,2.884868385576026,80,0.036060854819700325
